"Sample.Point.Code","Date","Hour","Type","Subgroup","Parameter","Species","Operator","Value","Unit","Additional.information","Situation","Level","Depth"
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Fluoreno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Benzo(a)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Benzo(b)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Benzo(k)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Benzo(a)pireno","-","<",0.00017,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Cobre","-","<",5,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Perileno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Benzo(g.h.i)perileno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Dibenzo(a.h)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Indeno(1.2.3-cd)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","27/11/2023","8:35","LITORALES","Aguas (Fisicoquímica)","Hierro","-","<",0.01,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.19,"U. pH.","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.16,"U. pH.","","L","F",-25
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",86,"%","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",86.6,"%","","L","F",-25
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Profundidad máxima","-","=",34,"m","","L","F",-25
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Nitrato","-","=",0.1147,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",22.68,"ºC","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",22.57,"ºC","","L","F",-25
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Amonio","-","<",0.0288,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Turbidez","-","=",0.39,"NTU","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Plomo","-","<",0.39,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Nitrito","-","<",0.0184,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",15,"m","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Sólidos en suspensión","-","=",18.73,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Zinc","-","<",9,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Naftaleno","-","<",0.01,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Acenaftileno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Acenafteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Fluoreno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Pireno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Benzo(a)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Criseno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Benzo(b)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Benzo(k)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Benzo(e)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Benzo(a)pireno","-","<",0.00017,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Perileno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Indeno(1.2.3-cd)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Benzo(g.h.i)perileno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Dibenzo(a.h)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Fenantreno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Mercurio","-","<",0.015,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Hierro","-","<",0.01,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Cromo III+","-","<",0.005,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Cadmio","-","<",0.06,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Cobre","-","<",5,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Manganeso","-","<",0.01,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Níquel","-","<",2.6,"µg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Silicato","-","<",1.6,"µmol/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.15,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.22,"mg/l","","L","F",-25
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Ortofosfato","-","<",0.0152,"mg/l","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",101.6,"%","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",102.6,"%","","L","F",-25
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",34.71,"USP","","L","S",0
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.14,"USP","","L","F",-25
"L-U10","26/07/2023","9:08","LITORALES","Aguas (Fisicoquímica)","Índice de calidad del estado fisicoquímico (IC-IFQ)","-","=",1.157,"-","Muy Bueno","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Mercurio","-","<",0.015,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",15,"m","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",85.6,"%","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.12,"U. pH.","","L","F",-25
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.19,"U. pH.","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",13.82,"ºC","","L","F",-25
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",16.39,"ºC","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Sólidos en suspensión","-","=",51.75,"mg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Turbidez","-","=",0.59,"NTU","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Amonio","-","=",0.0378,"mg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",86.2,"%","","L","F",-25
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Nitrito","-","<",0.0184,"mg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Nitrato","-","<",0.0992,"mg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Profundidad máxima","-","=",34,"m","","L","F",-25
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",8.53,"mg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",8.2,"mg/l","","L","F",-25
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",108,"%","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",98.8,"%","","L","F",-25
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.22,"USP","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.47,"USP","","L","F",-25
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Benzo(a)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Criseno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Benzo(b)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Benzo(k)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Benzo(e)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Benzo(a)pireno","-","<",0.00017,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Perileno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Indeno(1.2.3-cd)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Benzo(g.h.i)perileno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Dibenzo(a.h)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Índice de calidad del estado fisicoquímico (IC-IFQ)","-","=",1.11,"-","Muy Bueno","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Hierro","-","<",0.01,"mg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Cromo III+","-","<",0.005,"mg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Cadmio","-","<",0.06,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Cobre","-","<",5,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Manganeso","-","<",0.01,"mg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Níquel","-","<",2.6,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Plomo","-","<",0.39,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Zinc","-","<",9,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Naftaleno","-","<",0.01,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Acenaftileno","-","=",0.0025,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Acenafteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Fluoreno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Fenantreno","-","=",0.0013,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Pireno","-","<",5e-04,"µg/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Silicato","-","<",1.6,"µmol/l","","L","S",0
"L-U10","04/05/2023","12:50","LITORALES","Aguas (Fisicoquímica)","Ortofosfato","-","=",0.019,"mg/l","","L","S",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","% Materia orgánica","-","=",1.15,"%","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","% Humedad","-","=",28.063,"%","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","Potencial Redox","-","=",403,"mV","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","% Grava","-","=",0.46,"%","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","% Arena","-","=",97.74,"%","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","% Limo/Arcilla","-","=",1.8,"%","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","Mercurio","-","<",0.05,"mg/kg PS","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","Plomo","-","=",23,"mg/kg PS","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","Níquel","-","=",24,"mg/kg PS","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","Cobre","-","=",17,"mg/kg PS","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","Cadmio","-","=",0.07,"mg/kg PS","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","Cromo","-","=",43,"mg/kg PS","","-","-",0
"L-U10","01/03/2023","9:45","LITORALES","Sedimentos","Zinc","-","=",86,"mg/kg PS","","-","-",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Plomo","-","<",0.39,"µg/l","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Níquel","-","<",2.6,"µg/l","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Cadmio","-","<",0.06,"µg/l","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",10,"m","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Mercurio","-","<",0.015,"µg/l","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.2,"U. pH.","","L","F",-25
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.37,"USP","","L","F",-25
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.37,"USP","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Profundidad máxima","-","=",38,"m","","L","F",-38
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.4,"mg/l","","L","F",-25
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.4,"mg/l","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.22,"U. pH.","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",18.57,"ºC","","L","F",-25
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",98.2,"%","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",97.8,"%","","L","F",-25
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",83.9,"%","","L","F",-25
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",85.3,"%","","L","S",0
"L-UR20","24/10/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",18.74,"ºC","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Zinc","-","<",9,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Naftaleno","-","=",0.014,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Acenaftileno","-","=",0.0023,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Acenafteno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Índice de calidad del estado fisicoquímico (IC-IFQ)","-","=",1.075,"-","Muy Bueno","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Eritromicina","-","<",0.12,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Imidacloprid","-","<",2.4,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Sulfamethoxazole","-","<",0.4,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Claritromicina","-","<",0.1,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Imazalil","-","<",0.266,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Diclorvós","-","<",0.0034,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Bentazona","-","<",1.34,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","MCPA (Acido (4-cloro-2-metilfenoxi)acetico)","-","<",0.01,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Clotrimazol","-","<",0.565,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Diurón","-","<",0.003,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Cibutrina","-","<",0.000108,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Tetraconazol","-","<",0.05,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Diclofenaco","-","<",4.5,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Tebuconazol","-","<",0.8,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Procloraz","-","<",0.635,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Dimoxistrobina","-","<",0.376,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Metconazol","-","<",0.609,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Penconazol","-","<",0.108,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Miconazol","-","<",0.2,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Ipconazol","-","<",0.241,"ng/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.41,"USP","","L","F",-25
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.37,"mg/l","","L","F",-25
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",95.3,"%","","L","F",-25
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Turbidez","-","=",0.94,"NTU","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Sólidos en suspensión","-","=",8.32,"mg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",7,"m","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Nitrato","-","=",0.2796,"mg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Ortofosfato","-","<",0.0152,"mg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Hierro","-","<",0.01,"mg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Cromo III+","-","<",0.005,"mg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Manganeso","-","<",0.01,"mg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Nitrito","-","=",0.0225,"mg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Amonio","-","<",0.0288,"mg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",34.27,"USP","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Profundidad máxima","-","=",36,"m","","L","F",-36
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.15,"U. pH.","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.16,"U. pH.","","L","F",-25
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",78.2,"%","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",83.1,"%","","L","F",-25
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.78,"mg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",97.9,"%","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Silicato","-","=",3.53,"µmol/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",16.35,"ºC","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",17.39,"ºC","","L","F",-25
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Fluoreno","-","=",6e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Fenantreno","-","=",0.002,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Fluoranteno","-","=",9e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Pireno","-","=",8e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Benzo(a)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Criseno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Benzo(b)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Benzo(k)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Benzo(e)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Benzo(a)pireno","-","<",0.00017,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Perileno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Indeno(1.2.3-cd)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Benzo(g.h.i)perileno","-","<",5e-04,"µg/l","","L","S",0
"L-UR20","23/11/2023","8:02","LITORALES","Aguas (Fisicoquímica)","Dibenzo(a.h)antraceno","-","<",5e-04,"µg/l","","L","S",0
